State,Year,Quarter,Transaction_Type,Transaction_Count,Transaction_Amount,YearQuarter
Dadra and Nagar Haveli and Daman and Diu,2021,1,Peer-to-peer payments,768921,2379220756.223016,2021-Q1
Dadra and Nagar Haveli and Daman and Diu,2021,1,Merchant payments,705821,367522132.380636,2021-Q1
Dadra and Nagar Haveli and Daman and Diu,2021,1,Recharge & bill payments,442926,213177144.7320097,2021-Q1
Dadra and Nagar Haveli and Daman and Diu,2021,1,Financial Services,2243,1930008.9716834244,2021-Q1
Dadra and Nagar Haveli and Daman and Diu,2021,1,Others,5333,3782868.886159251,2021-Q1
Dadra and Nagar Haveli and Daman and Diu,2021,2,Peer-to-peer payments,843550,2512913026.427944,2021-Q2
Dadra and Nagar Haveli and Daman and Diu,2021,2,Merchant payments,802899,430487473.930562,2021-Q2
Dadra and Nagar Haveli and Daman and Diu,2021,2,Recharge & bill payments,471136,208762964.0120024,2021-Q2
Dadra and Nagar Haveli and Daman and Diu,2021,2,Financial Services,1826,1763792.650641936,2021-Q2
Dadra and Nagar Haveli and Daman and Diu,2021,2,Others,5672,3741204.3977531465,2021-Q2
Dadra and Nagar Haveli and Daman and Diu,2021,3,Merchant payments,1312241,706774071.9381688,2021-Q3
Dadra and Nagar Haveli and Daman and Diu,2021,3,Peer-to-peer payments,1262732,3339347400.064355,2021-Q3
Dadra and Nagar Haveli and Daman and Diu,2021,3,Recharge & bill payments,544322,253199754.8745275,2021-Q3
Dadra and Nagar Haveli and Daman and Diu,2021,3,Financial Services,2065,2252116.636459231,2021-Q3
Dadra and Nagar Haveli and Daman and Diu,2021,3,Others,8110,4365759.277996017,2021-Q3
Dadra and Nagar Haveli and Daman and Diu,2021,4,Merchant payments,2013673,1058989463.165042,2021-Q4
Dadra and Nagar Haveli and Daman and Diu,2021,4,Peer-to-peer payments,1577168,4202291071.710613,2021-Q4
Dadra and Nagar Haveli and Daman and Diu,2021,4,Recharge & bill payments,551618,294991582.16815025,2021-Q4
Dadra and Nagar Haveli and Daman and Diu,2021,4,Financial Services,2909,3159306.417511825,2021-Q4
Dadra and Nagar Haveli and Daman and Diu,2021,4,Others,11717,6407962.869342193,2021-Q4
Dadra and Nagar Haveli and Daman and Diu,2022,1,Merchant payments,2507246,1227972829.697026,2022-Q1
Dadra and Nagar Haveli and Daman and Diu,2022,1,Peer-to-peer payments,1745454,4674787017.541661,2022-Q1
Dadra and Nagar Haveli and Daman and Diu,2022,1,Recharge & bill payments,538134,326296370.8235702,2022-Q1
Dadra and Nagar Haveli and Daman and Diu,2022,1,Financial Services,2574,2661345.5534556974,2022-Q1
Dadra and Nagar Haveli and Daman and Diu,2022,1,Others,9395,5330803.646676767,2022-Q1
Dadra and Nagar Haveli and Daman and Diu,2022,2,Merchant payments,3346697,1536859131.337481,2022-Q2
Dadra and Nagar Haveli and Daman and Diu,2022,2,Peer-to-peer payments,1861799,5078832140.606572,2022-Q2
Dadra and Nagar Haveli and Daman and Diu,2022,2,Recharge & bill payments,539562,372921225.4254243,2022-Q2
Dadra and Nagar Haveli and Daman and Diu,2022,2,Financial Services,1849,2131607.722602901,2022-Q2
Dadra and Nagar Haveli and Daman and Diu,2022,2,Others,9864,4415675.718757721,2022-Q2
Dadra and Nagar Haveli and Daman and Diu,2022,3,Merchant payments,3777156,1705567002.058646,2022-Q3
Dadra and Nagar Haveli and Daman and Diu,2022,3,Peer-to-peer payments,2086741,5382949597.510585,2022-Q3
Dadra and Nagar Haveli and Daman and Diu,2022,3,Recharge & bill payments,592431,425206924.52700937,2022-Q3
Dadra and Nagar Haveli and Daman and Diu,2022,3,Financial Services,2237,3194409.939898855,2022-Q3
Dadra and Nagar Haveli and Daman and Diu,2022,3,Others,7056,3729425.46329771,2022-Q3
Dadra and Nagar Haveli and Daman and Diu,2022,4,Merchant payments,4415771,1889046056.198835,2022-Q4
Dadra and Nagar Haveli and Daman and Diu,2022,4,Peer-to-peer payments,2215052,5737539058.403507,2022-Q4
Dadra and Nagar Haveli and Daman and Diu,2022,4,Recharge & bill payments,548795,426040023.1105018,2022-Q4
Dadra and Nagar Haveli and Daman and Diu,2022,4,Financial Services,2495,3169199.262533775,2022-Q4
Dadra and Nagar Haveli and Daman and Diu,2022,4,Others,7472,3846409.1057498823,2022-Q4
Delhi,2018,1,Recharge & bill payments,3947297,1320559612.770412,2018-Q1
Delhi,2018,1,Peer-to-peer payments,2380820,9125685134.894358,2018-Q1
Delhi,2018,1,Merchant payments,339809,375393115.1913132,2018-Q1
Delhi,2018,1,Financial Services,136240,45588429.27157573,2018-Q1
Delhi,2018,1,Others,318588,344277514.7923026,2018-Q1
Delhi,2018,2,Recharge & bill payments,4511737,2078183615.800634,2018-Q2
Delhi,2018,2,Peer-to-peer payments,3542716,14348179103.10983,2018-Q2
Delhi,2018,2,Merchant payments,837001,631597790.6002588,2018-Q2
Delhi,2018,2,Financial Services,205991,66584728.19594695,2018-Q2
Delhi,2018,2,Others,276278,321754664.4984691,2018-Q2
Delhi,2018,3,Peer-to-peer payments,8557153,22670122888.86821,2018-Q3
Delhi,2018,3,Recharge & bill payments,5305635,3261844270.537241,2018-Q3
Delhi,2018,3,Merchant payments,3808395,1048422633.7093568,2018-Q3
Delhi,2018,3,Financial Services,274526,45051151.35143037,2018-Q3
Delhi,2018,3,Others,601339,350405916.1523186,2018-Q3
Delhi,2018,4,Peer-to-peer payments,9973249,32389252494.75772,2018-Q4
Delhi,2018,4,Merchant payments,9958967,2738429838.9392734,2018-Q4
Delhi,2018,4,Recharge & bill payments,7483633,3961160542.5700665,2018-Q4
Delhi,2018,4,Financial Services,265004,58162003.43614492,2018-Q4
Delhi,2018,4,Others,1506866,575852739.0031942,2018-Q4
Delhi,2019,1,Peer-to-peer payments,20216287,48250023720.99173,2019-Q1
Delhi,2019,1,Merchant payments,13875931,3996618719.79948,2019-Q1
Delhi,2019,1,Recharge & bill payments,10744978,5521320539.356213,2019-Q1
Delhi,2019,1,Financial Services,223095,30997039.69755583,2019-Q1
Delhi,2019,1,Others,1947036,670171769.6522964,2019-Q1
Delhi,2019,2,Merchant payments,20891431,6816878922.844399,2019-Q2
Delhi,2019,2,Peer-to-peer payments,20570311,65953571241.26435,2019-Q2
Delhi,2019,2,Recharge & bill payments,12869453,8035701902.391765,2019-Q2
Delhi,2019,2,Financial Services,137774,33985068.68378611,2019-Q2
Delhi,2019,2,Others,2702543,866678928.4439986,2019-Q2
Delhi,2019,3,Merchant payments,29453368,9857221391.94036,2019-Q3
Delhi,2019,3,Peer-to-peer payments,25201978,81904443496.29779,2019-Q3
Delhi,2019,3,Recharge & bill payments,11133404,10406524192.88448,2019-Q3
Delhi,2019,3,Financial Services,92061,27952186.986432,2019-Q3
Delhi,2019,3,Others,3657065,1000670778.347806,2019-Q3
Delhi,2019,4,Peer-to-peer payments,33040093,105858524152.3844,2019-Q4
Delhi,2019,4,Merchant payments,32537378,12864577363.07057,2019-Q4
Delhi,2019,4,Recharge & bill payments,11609898,9500486080.988453,2019-Q4
Delhi,2019,4,Financial Services,57063,21512527.97398922,2019-Q4
Delhi,2019,4,Others,3500565,779367300.4732571,2019-Q4
Delhi,2020,1,Merchant payments,33951545,14470782771.05468,2020-Q1
Delhi,2020,1,Peer-to-peer payments,32410795,108987600006.3667,2020-Q1
Delhi,2020,1,Recharge & bill payments,12822919,9498791147.929192,2020-Q1
Delhi,2020,1,Financial Services,46529,39908838.24852887,2020-Q1
Delhi,2020,1,Others,2515816,619460878.9909674,2020-Q1
Delhi,2020,2,Peer-to-peer payments,27155938,86227124454.10175,2020-Q2
Delhi,2020,2,Merchant payments,24963931,12708327043.86833,2020-Q2
Delhi,2020,2,Recharge & bill payments,13568505,8699886044.040596,2020-Q2
Delhi,2020,2,Financial Services,64790,75405868.16164647,2020-Q2
Delhi,2020,2,Others,288854,162694793.1586959,2020-Q2
Delhi,2020,3,Peer-to-peer payments,41498638,140074023548.1563,2020-Q3
Delhi,2020,3,Merchant payments,40973792,21858176583.0589,2020-Q3
Delhi,2020,3,Recharge & bill payments,13448341,12883226305.336542,2020-Q3
Delhi,2020,3,Financial Services,85689,114341865.2645722,2020-Q3
Delhi,2020,3,Others,485401,234194502.84422824,2020-Q3
Delhi,2020,4,Merchant payments,54581166,31106554562.7951,2020-Q4
Delhi,2020,4,Peer-to-peer payments,49631928,171546055992.1488,2020-Q4
Delhi,2020,4,Recharge & bill payments,14862946,12921793576.576847,2020-Q4
Delhi,2020,4,Financial Services,114862,160007919.76894262,2020-Q4
Delhi,2020,4,Others,1349515,530676173.2537967,2020-Q4
Delhi,2021,1,Merchant payments,72615587,39861532639.01234,2021-Q1
Delhi,2021,1,Peer-to-peer payments,61957428,210823551741.4093,2021-Q1
Delhi,2021,1,Recharge & bill payments,21164274,15447408658.77873,2021-Q1
Delhi,2021,1,Financial Services,153039,203106852.4238785,2021-Q1
Delhi,2021,1,Others,1468676,592745151.8683048,2021-Q1
Delhi,2021,2,Merchant payments,75620295,42933366743.23575,2021-Q2
Delhi,2021,2,Peer-to-peer payments,68497718,223034955527.7531,2021-Q2
Delhi,2021,2,Recharge & bill payments,25026678,15310096462.74644,2021-Q2
Delhi,2021,2,Financial Services,158170,190019761.4974139,2021-Q2
Delhi,2021,2,Others,854403,472659189.3086124,2021-Q2
Delhi,2021,3,Merchant payments,115250887,64006915630.532616,2021-Q3
Delhi,2021,3,Peer-to-peer payments,93292876,298005532606.47,2021-Q3
Delhi,2021,3,Recharge & bill payments,28427032,20934734871.90896,2021-Q3
Delhi,2021,3,Financial Services,144460,220660990.2206633,2021-Q3
Delhi,2021,3,Others,1645353,690472449.1489255,2021-Q3
Delhi,2021,4,Merchant payments,149204611,88990516304.07437,2021-Q4
Delhi,2021,4,Peer-to-peer payments,112380292,376556972334.1598,2021-Q4
Delhi,2021,4,Recharge & bill payments,30127352,22290161823.24864,2021-Q4
Delhi,2021,4,Financial Services,199280,287950130.2492174,2021-Q4
Delhi,2021,4,Others,771824,569713470.6592032,2021-Q4
Delhi,2022,1,Merchant payments,174454937,98212381475.5724,2022-Q1
Delhi,2022,1,Peer-to-peer payments,125111881,415305045689.3095,2022-Q1
Delhi,2022,1,Recharge & bill payments,29435981,22482865572.90493,2022-Q1
Delhi,2022,1,Financial Services,195184,271039329.10874933,2022-Q1
Delhi,2022,1,Others,1801878,693588769.393249,2022-Q1
Delhi,2022,2,Merchant payments,233412802,121657706565.0125,2022-Q2
Delhi,2022,2,Peer-to-peer payments,143447534,480685895058.7076,2022-Q2
Delhi,2022,2,Recharge & bill payments,32971294,26876059610.02211,2022-Q2
Delhi,2022,2,Financial Services,160827,209425798.8201316,2022-Q2
Delhi,2022,2,Others,641727,426563425.6544647,2022-Q2
Delhi,2022,3,Merchant payments,276635347,134292748569.0627,2022-Q3
Delhi,2022,3,Peer-to-peer payments,160580425,509428627035.33856,2022-Q3
Delhi,2022,3,Recharge & bill payments,37572389,33177115465.46472,2022-Q3
Delhi,2022,3,Financial Services,195218,265479580.4156591,2022-Q3
Delhi,2022,3,Others,608782,448676465.8346824,2022-Q3
Delhi,2022,4,Merchant payments,305621913,153114813286.2442,2022-Q4
Delhi,2022,4,Peer-to-peer payments,171970100,559069397370.8649,2022-Q4
Delhi,2022,4,Recharge & bill payments,36775874,31954251758.092308,2022-Q4
Delhi,2022,4,Financial Services,228639,299454652.7780056,2022-Q4
Delhi,2022,4,Others,606931,477098950.5964618,2022-Q4
Goa,2018,1,Recharge & bill payments,85991,18273814.16270872,2018-Q1
Goa,2018,1,Peer-to-peer payments,59651,268175048.0699297,2018-Q1
Goa,2018,1,Merchant payments,7880,11036031.73565796,2018-Q1
Goa,2018,1,Financial Services,1191,520105.642400422,2018-Q1
Goa,2018,1,Others,6184,5851742.732386975,2018-Q1
Goa,2018,2,Recharge & bill payments,120943,30994284.170441043,2018-Q2
Goa,2018,2,Peer-to-peer payments,87878,419492232.5241037,2018-Q2
Goa,2018,2,Merchant payments,12456,20162855.70611957,2018-Q2
Goa,2018,2,Financial Services,1903,733429.427283199,2018-Q2
Goa,2018,2,Others,6395,7221023.530667527,2018-Q2
Goa,2018,3,Recharge & bill payments,158797,40314972.942088366,2018-Q3
Goa,2018,3,Peer-to-peer payments,150297,639468418.1317002,2018-Q3
Goa,2018,3,Merchant payments,21587,26634198.17885101,2018-Q3
Goa,2018,3,Financial Services,1867,468171.3648398488,2018-Q3
Goa,2018,3,Others,6963,6281208.620754639,2018-Q3
Goa,2018,4,Peer-to-peer payments,246426,1021902315.442675,2018-Q4
Goa,2018,4,Recharge & bill payments,212122,54832855.89468471,2018-Q4
Goa,2018,4,Merchant payments,45586,66666113.92145965,2018-Q4
Goa,2018,4,Financial Services,2523,723599.2328183289,2018-Q4
Goa,2018,4,Others,8098,8880194.430766659,2018-Q4
Goa,2019,1,Peer-to-peer payments,378848,1310759847.814664,2019-Q1
Goa,2019,1,Recharge & bill payments,275277,78212835.0406034,2019-Q1
Goa,2019,1,Merchant payments,74527,75946974.41483101,2019-Q1
Goa,2019,1,Financial Services,2013,499592.0966860995,2019-Q1
Goa,2019,1,Others,8147,9904147.90979165,2019-Q1
Goa,2019,2,Peer-to-peer payments,373759,1391933790.754776,2019-Q2
Goa,2019,2,Recharge & bill payments,278060,93218689.41694948,2019-Q2
Goa,2019,2,Merchant payments,104592,92873008.6474504,2019-Q2
Goa,2019,2,Financial Services,1211,515859.8076807977,2019-Q2
Goa,2019,2,Others,10819,13325754.760758922,2019-Q2
Goa,2019,3,Peer-to-peer payments,475178,1704668027.015978,2019-Q3
Goa,2019,3,Recharge & bill payments,453806,157952854.9501171,2019-Q3
Goa,2019,3,Merchant payments,150578,123948570.5685749,2019-Q3
Goa,2019,3,Financial Services,1510,1282344.8444824044,2019-Q3
Goa,2019,3,Others,11344,12515394.11768832,2019-Q3
Goa,2019,4,Peer-to-peer payments,698728,2484453030.3184505,2019-Q4
Goa,2019,4,Recharge & bill payments,552421,205602115.1462514,2019-Q4
Goa,2019,4,Merchant payments,250893,218404664.86385107,2019-Q4
Goa,2019,4,Financial Services,1497,649712.8451498008,2019-Q4
Goa,2019,4,Others,11733,14350825.32576531,2019-Q4
Goa,2020,1,Peer-to-peer payments,817198,2851686768.653684,2020-Q1
Goa,2020,1,Recharge & bill payments,678079,244739382.2070185,2020-Q1
Goa,2020,1,Merchant payments,373110,298421548.1046571,2020-Q1
Goa,2020,1,Financial Services,1762,1816477.569247236,2020-Q1
Goa,2020,1,Others,11088,13707055.38915557,2020-Q1
Goa,2020,2,Recharge & bill payments,758617,241196540.93798912,2020-Q2
Goa,2020,2,Peer-to-peer payments,493326,1766723888.202512,2020-Q2
Goa,2020,2,Merchant payments,221358,168591711.9469356,2020-Q2
Goa,2020,2,Financial Services,3081,3328361.317987765,2020-Q2
Goa,2020,2,Others,5710,3775927.611346662,2020-Q2
Goa,2020,3,Peer-to-peer payments,759351,2723430713.344406,2020-Q3
Goa,2020,3,Recharge & bill payments,696770,280187505.0339355,2020-Q3
Goa,2020,3,Merchant payments,446880,353193881.4783259,2020-Q3
Goa,2020,3,Financial Services,4985,6418950.466847964,2020-Q3
Goa,2020,3,Others,7545,5112530.621144422,2020-Q3
Goa,2020,4,Peer-to-peer payments,1550251,5407626413.043345,2020-Q4
Goa,2020,4,Merchant payments,1389834,1123844212.517181,2020-Q4
Goa,2020,4,Recharge & bill payments,839199,345088772.3784919,2020-Q4
Goa,2020,4,Financial Services,7287,10386560.38667797,2020-Q4
Goa,2020,4,Others,14810,12846789.25423626,2020-Q4
Goa,2021,1,Peer-to-peer payments,2235456,7553384653.1682,2021-Q1
Goa,2021,1,Merchant payments,2195509,1768358976.7158573,2021-Q1
Goa,2021,1,Recharge & bill payments,880682,410604192.7268899,2021-Q1
Goa,2021,1,Financial Services,8138,12207778.14863873,2021-Q1
Goa,2021,1,Others,11764,12687278.26183929,2021-Q1
Goa,2021,2,Merchant payments,1869384,1411529033.665019,2021-Q2
Goa,2021,2,Peer-to-peer payments,1866837,6195032351.177256,2021-Q2
Goa,2021,2,Recharge & bill payments,953219,383804809.3560881,2021-Q2
Goa,2021,2,Financial Services,8303,12371843.844825162,2021-Q2
Goa,2021,2,Others,12392,10115549.032816991,2021-Q2
Goa,2021,3,Merchant payments,2865625,2143135314.8979309,2021-Q3
Goa,2021,3,Peer-to-peer payments,2560305,7871092673.137299,2021-Q3
Goa,2021,3,Recharge & bill payments,1017351,438838003.2298236,2021-Q3
Goa,2021,3,Financial Services,8337,12943224.07382146,2021-Q3
Goa,2021,3,Others,16145,12416377.59749352,2021-Q3
Goa,2021,4,Merchant payments,5474662,4384250602.937037,2021-Q4
Goa,2021,4,Peer-to-peer payments,4408822,13618351952.66609,2021-Q4
Goa,2021,4,Recharge & bill payments,1170180,585734312.4063727,2021-Q4
Goa,2021,4,Financial Services,11320,17101084.66037453,2021-Q4
Goa,2021,4,Others,23775,21819163.1997744,2021-Q4
Goa,2022,1,Merchant payments,6364271,4682000388.389215,2022-Q1
Goa,2022,1,Peer-to-peer payments,4640380,14449830641.55571,2022-Q1
Goa,2022,1,Recharge & bill payments,1177071,646403472.1135541,2022-Q1
Goa,2022,1,Financial Services,11677,17490493.19245399,2022-Q1
Goa,2022,1,Others,20699,20720407.59517404,2022-Q1
Goa,2022,2,Merchant payments,7812998,5736211013.6866455,2022-Q2
Goa,2022,2,Peer-to-peer payments,5097942,16372343177.228302,2022-Q2
Goa,2022,2,Recharge & bill payments,1279377,738765635.2807853,2022-Q2
Goa,2022,2,Financial Services,10666,13192736.02810038,2022-Q2
Goa,2022,2,Others,15071,12525197.296362748,2022-Q2
Goa,2022,3,Merchant payments,7595135,5112175255.359402,2022-Q3
Goa,2022,3,Peer-to-peer payments,4449008,13780955270.35272,2022-Q3
Goa,2022,3,Recharge & bill payments,1122869,657115143.5357426,2022-Q3
Goa,2022,3,Financial Services,9992,12650738.42084387,2022-Q3
Goa,2022,3,Others,11683,11368868.03761505,2022-Q3
Goa,2022,4,Merchant payments,10319138,6739205748.43176,2022-Q4
Goa,2022,4,Peer-to-peer payments,5652373,17421974714.96234,2022-Q4
Goa,2022,4,Recharge & bill payments,1195865,734121700.6400626,2022-Q4
Goa,2022,4,Financial Services,12147,15705663.12696776,2022-Q4
Goa,2022,4,Others,13151,13978544.17801686,2022-Q4
Gujarat,2018,1,Recharge & bill payments,3691952,878929080.9916563,2018-Q1
Gujarat,2018,1,Peer-to-peer payments,1738974,6318864759.888066,2018-Q1
Gujarat,2018,1,Merchant payments,145436,166036667.5708913,2018-Q1
Gujarat,2018,1,Financial Services,122117,27986679.00971316,2018-Q1
Gujarat,2018,1,Others,250296,186165067.57372183,2018-Q1
Gujarat,2018,2,Recharge & bill payments,4643367,1571880396.377953,2018-Q2
Gujarat,2018,2,Peer-to-peer payments,2483231,10009680530.38688,2018-Q2
Gujarat,2018,2,Merchant payments,275503,356984574.1205573,2018-Q2
Gujarat,2018,2,Financial Services,140704,38598263.22838031,2018-Q2
Gujarat,2018,2,Others,202928,185541007.527258,2018-Q2
Gujarat,2018,3,Peer-to-peer payments,5287200,15272745137.7593,2018-Q3
Gujarat,2018,3,Recharge & bill payments,5117168,1938041688.967853,2018-Q3
Gujarat,2018,3,Merchant payments,573440,466209496.8015111,2018-Q3
Gujarat,2018,3,Financial Services,136468,24930605.60733972,2018-Q3
Gujarat,2018,3,Others,219873,164477497.1394802,2018-Q3
Gujarat,2018,4,Peer-to-peer payments,6488202,21207285184.78019,2018-Q4
Gujarat,2018,4,Recharge & bill payments,6138404,2297332323.0815268,2018-Q4
Gujarat,2018,4,Merchant payments,1656377,1088373316.058025,2018-Q4
Gujarat,2018,4,Financial Services,133915,30699273.16507,2018-Q4
Gujarat,2018,4,Others,316405,207297005.697784,2018-Q4
Gujarat,2019,1,Peer-to-peer payments,13465044,31231285551.30865,2019-Q1
Gujarat,2019,1,Recharge & bill payments,8595256,3104251732.6516943,2019-Q1
Gujarat,2019,1,Merchant payments,2493340,1296376125.1752782,2019-Q1
Gujarat,2019,1,Financial Services,114539,19581520.56940021,2019-Q1
Gujarat,2019,1,Others,323272,204585378.7719153,2019-Q1
Gujarat,2019,2,Peer-to-peer payments,12547493,41853661230.46584,2019-Q2
Gujarat,2019,2,Recharge & bill payments,10434449,4651874823.428602,2019-Q2
Gujarat,2019,2,Merchant payments,5486791,2526448415.35857,2019-Q2
Gujarat,2019,2,Financial Services,70502,17349813.389733132,2019-Q2
Gujarat,2019,2,Others,442607,271280936.6247084,2019-Q2
Gujarat,2019,3,Peer-to-peer payments,14529353,49206585462.018684,2019-Q3
Gujarat,2019,3,Merchant payments,11788077,4211116461.291188,2019-Q3
Gujarat,2019,3,Recharge & bill payments,11349625,5768100024.478059,2019-Q3
Gujarat,2019,3,Financial Services,78609,20507001.233050566,2019-Q3
Gujarat,2019,3,Others,482985,256386015.2468171,2019-Q3
Gujarat,2019,4,Peer-to-peer payments,19107911,64477452638.7778,2019-Q4
Gujarat,2019,4,Recharge & bill payments,12967713,6517891166.722656,2019-Q4
Gujarat,2019,4,Merchant payments,9964076,5480269119.720947,2019-Q4
Gujarat,2019,4,Financial Services,63498,20202767.26414788,2019-Q4
Gujarat,2019,4,Others,444434,194846362.42851493,2019-Q4
Gujarat,2020,1,Peer-to-peer payments,19068093,72393727235.07784,2020-Q1
Gujarat,2020,1,Recharge & bill payments,15648472,7197595156.690899,2020-Q1
Gujarat,2020,1,Merchant payments,12191478,7210758662.281933,2020-Q1
Gujarat,2020,1,Financial Services,50753,27460255.45966168,2020-Q1
Gujarat,2020,1,Others,367621,165535312.3927878,2020-Q1
Gujarat,2020,2,Recharge & bill payments,19971660,8322688556.990005,2020-Q2
Gujarat,2020,2,Peer-to-peer payments,17569398,64723140394.229126,2020-Q2
Gujarat,2020,2,Merchant payments,9645967,7196610931.561442,2020-Q2
Gujarat,2020,2,Financial Services,59617,53132341.30500819,2020-Q2
Gujarat,2020,2,Others,173543,92274135.40504412,2020-Q2
Gujarat,2020,3,Peer-to-peer payments,23130724,89142122337.25531,2020-Q3
Gujarat,2020,3,Merchant payments,18338969,12749796641.7854,2020-Q3
Gujarat,2020,3,Recharge & bill payments,17481357,9820654243.80882,2020-Q3
Gujarat,2020,3,Financial Services,92278,84723188.62104334,2020-Q3
Gujarat,2020,3,Others,246851,124456073.2416335,2020-Q3
Gujarat,2020,4,Peer-to-peer payments,29967258,116743230330.362,2020-Q4
Gujarat,2020,4,Merchant payments,28430460,20844321156.65293,2020-Q4
Gujarat,2020,4,Recharge & bill payments,18943669,10441981826.08086,2020-Q4
Gujarat,2020,4,Financial Services,113371,120056733.88652492,2020-Q4
Gujarat,2020,4,Others,373789,243470065.4568177,2020-Q4
Gujarat,2021,1,Peer-to-peer payments,36427493,144818968373.0293,2021-Q1
Gujarat,2021,1,Merchant payments,35815382,26512643894.00317,2021-Q1
Gujarat,2021,1,Recharge & bill payments,22088838,11996115292.37784,2021-Q1
Gujarat,2021,1,Financial Services,126380,137612317.73580322,2021-Q1
Gujarat,2021,1,Others,316472,235440836.3042438,2021-Q1
Gujarat,2021,2,Merchant payments,42593432,33542305033.8295,2021-Q2
Gujarat,2021,2,Peer-to-peer payments,41642387,162483567902.3019,2021-Q2
Gujarat,2021,2,Recharge & bill payments,27127405,13750783181.94422,2021-Q2
Gujarat,2021,2,Financial Services,128647,136119996.7022825,2021-Q2
Gujarat,2021,2,Others,349525,249278437.3391409,2021-Q2
Gujarat,2021,3,Merchant payments,62934471,48197579736.51646,2021-Q3
Gujarat,2021,3,Peer-to-peer payments,56134212,208013326600.624,2021-Q3
Gujarat,2021,3,Recharge & bill payments,29580901,15945997372.05868,2021-Q3
Gujarat,2021,3,Financial Services,125167,163304131.14365232,2021-Q3
Gujarat,2021,3,Others,473656,304418273.2454592,2021-Q3
Gujarat,2021,4,Merchant payments,84846502,68717933161.8696,2021-Q4
Gujarat,2021,4,Peer-to-peer payments,67301686,254338740726.636,2021-Q4
Gujarat,2021,4,Recharge & bill payments,30072479,18739034341.66239,2021-Q4
Gujarat,2021,4,Financial Services,175393,209214620.7057898,2021-Q4
Gujarat,2021,4,Others,591265,377657202.7539646,2021-Q4
Gujarat,2022,1,Merchant payments,101648378,79563412221.78397,2022-Q1
Gujarat,2022,1,Peer-to-peer payments,77768758,292439274688.3083,2022-Q1
Gujarat,2022,1,Recharge & bill payments,30473298,20042066374.66357,2022-Q1
Gujarat,2022,1,Financial Services,160423,187077879.3846649,2022-Q1
Gujarat,2022,1,Others,496289,316261089.40738213,2022-Q1
Gujarat,2022,2,Merchant payments,131610193,95585623258.23604,2022-Q2
Gujarat,2022,2,Peer-to-peer payments,86423696,326945780476.5976,2022-Q2
Gujarat,2022,2,Recharge & bill payments,33424931,23844933238.40894,2022-Q2
Gujarat,2022,2,Financial Services,125180,142685436.4192669,2022-Q2
Gujarat,2022,2,Others,468796,278978567.18363523,2022-Q2
Gujarat,2022,3,Merchant payments,161264265,109018764232.9939,2022-Q3
Gujarat,2022,3,Peer-to-peer payments,103034790,359338045092.0105,2022-Q3
Gujarat,2022,3,Recharge & bill payments,38383683,28649040040.50214,2022-Q3
Gujarat,2022,3,Financial Services,152053,162173602.8459629,2022-Q3
Gujarat,2022,3,Others,404941,269479241.0969004,2022-Q3
Gujarat,2022,4,Merchant payments,186533503,125585214989.03,2022-Q4
Gujarat,2022,4,Peer-to-peer payments,114868478,411053364214.2685,2022-Q4
Gujarat,2022,4,Recharge & bill payments,39167297,30789927498.95329,2022-Q4
Gujarat,2022,4,Financial Services,179101,194314203.0080444,2022-Q4
Gujarat,2022,4,Others,407639,295484431.27800745,2022-Q4
Haryana,2018,1,Recharge & bill payments,2368002,535578755.0794511,2018-Q1
Haryana,2018,1,Peer-to-peer payments,1607193,5814807510.68666,2018-Q1
Haryana,2018,1,Merchant payments,167816,173513595.3537558,2018-Q1
Haryana,2018,1,Financial Services,128636,27501068.014126312,2018-Q1
Haryana,2018,1,Others,209123,242110585.52640373,2018-Q1
Haryana,2018,2,Recharge & bill payments,3054284,984897276.6519808,2018-Q2
Haryana,2018,2,Peer-to-peer payments,2388953,9745924809.851494,2018-Q2
Haryana,2018,2,Merchant payments,369916,334118261.4534411,2018-Q2
Haryana,2018,2,Financial Services,167570,38145882.441803865,2018-Q2
Haryana,2018,2,Others,170208,217328211.71769935,2018-Q2
Haryana,2018,3,Peer-to-peer payments,3753981,14429454356.34578,2018-Q3
Haryana,2018,3,Recharge & bill payments,3203386,1310467515.060588,2018-Q3
Haryana,2018,3,Merchant payments,1003057,427387637.93353707,2018-Q3
Haryana,2018,3,Financial Services,100452,17323790.814170152,2018-Q3
Haryana,2018,3,Others,201148,190505707.4736181,2018-Q3
Haryana,2018,4,Peer-to-peer payments,5905032,22416919746.938683,2018-Q4
Haryana,2018,4,Recharge & bill payments,4116262,1671040703.731761,2018-Q4
Haryana,2018,4,Merchant payments,2413446,1013407379.896309,2018-Q4
Haryana,2018,4,Financial Services,120711,22252543.62175617,2018-Q4
Haryana,2018,4,Others,394732,267255642.2674202,2018-Q4
Haryana,2019,1,Peer-to-peer payments,12622225,30283578836.61907,2019-Q1
Haryana,2019,1,Recharge & bill payments,5576577,2202061874.5361757,2019-Q1
Haryana,2019,1,Merchant payments,3361995,1292375556.315086,2019-Q1
Haryana,2019,1,Financial Services,101786,15201736.002431491,2019-Q1
Haryana,2019,1,Others,473192,258437718.15887585,2019-Q1
Haryana,2019,2,Peer-to-peer payments,10387562,37056084813.57578,2019-Q2
Haryana,2019,2,Recharge & bill payments,5902923,2838724048.08961,2019-Q2
Haryana,2019,2,Merchant payments,5738283,2292901816.143204,2019-Q2
Haryana,2019,2,Financial Services,57488,12080285.227121709,2019-Q2
Haryana,2019,2,Others,655560,301748850.18049383,2019-Q2
