State,Year,Quarter,Transaction_Type,Transaction_Count,Transaction_Amount,YearQuarter
Assam,2019,4,Peer-to-peer payments,3222143,14083346879.36185,2019-Q4
Assam,2019,4,Recharge & bill payments,2937800,704118873.9720939,2019-Q4
Assam,2019,4,Merchant payments,544053,456318130.082201,2019-Q4
Assam,2019,4,Financial Services,9621,3492255.0860687294,2019-Q4
Assam,2019,4,Others,46893,34707757.00985589,2019-Q4
Assam,2020,1,Peer-to-peer payments,4058740,18977446151.76882,2020-Q1
Assam,2020,1,Recharge & bill payments,3897975,971722606.1579468,2020-Q1
Assam,2020,1,Merchant payments,792646,675423852.9512749,2020-Q1
Assam,2020,1,Financial Services,10173,7054325.507515656,2020-Q1
Assam,2020,1,Others,49326,36781411.34368035,2020-Q1
Assam,2020,2,Recharge & bill payments,6045321,1612522828.716347,2020-Q2
Assam,2020,2,Peer-to-peer payments,3648386,17358374071.26616,2020-Q2
Assam,2020,2,Merchant payments,742400,749018053.2400584,2020-Q2
Assam,2020,2,Financial Services,19814,18130004.68767226,2020-Q2
Assam,2020,2,Others,49278,28255168.009208795,2020-Q2
Assam,2020,3,Peer-to-peer payments,5637893,26646565777.439198,2020-Q3
Assam,2020,3,Recharge & bill payments,5292154,1627282415.945187,2020-Q3
Assam,2020,3,Merchant payments,1383230,1492484153.387315,2020-Q3
Assam,2020,3,Financial Services,24954,28452966.02637225,2020-Q3
Assam,2020,3,Others,59480,36605946.74600269,2020-Q3
Assam,2020,4,Peer-to-peer payments,7538478,36013292450.81438,2020-Q4
Assam,2020,4,Recharge & bill payments,5383505,1662189124.417745,2020-Q4
Assam,2020,4,Merchant payments,2392184,2466913305.59039,2020-Q4
Assam,2020,4,Financial Services,29764,32314809.97526103,2020-Q4
Assam,2020,4,Others,79523,51901628.46643049,2020-Q4
Assam,2021,1,Peer-to-peer payments,9449096,45476079487.104645,2021-Q1
Assam,2021,1,Recharge & bill payments,6494111,2103017761.5465329,2021-Q1
Assam,2021,1,Merchant payments,3459132,3657261586.200161,2021-Q1
Assam,2021,1,Financial Services,34049,41291047.3832124,2021-Q1
Assam,2021,1,Others,75672,48814663.88782827,2021-Q1
Assam,2021,2,Peer-to-peer payments,11668399,51521387890.612526,2021-Q2
Assam,2021,2,Recharge & bill payments,9058005,2657676415.2458973,2021-Q2
Assam,2021,2,Merchant payments,4562669,4914753140.040101,2021-Q2
Assam,2021,2,Financial Services,49671,46106001.4981417,2021-Q2
Assam,2021,2,Others,94161,52549929.26715793,2021-Q2
Assam,2021,3,Peer-to-peer payments,15617592,64131823895.23546,2021-Q3
Assam,2021,3,Recharge & bill payments,10284267,3248364164.198426,2021-Q3
Assam,2021,3,Merchant payments,7431371,8208706348.034584,2021-Q3
Assam,2021,3,Financial Services,39479,43889820.49598975,2021-Q3
Assam,2021,3,Others,131732,67715045.34317216,2021-Q3
Assam,2021,4,Peer-to-peer payments,21393962,86801625126.53499,2021-Q4
Assam,2021,4,Merchant payments,12895755,13378765005.90518,2021-Q4
Assam,2021,4,Recharge & bill payments,11484376,3842004488.373319,2021-Q4
Assam,2021,4,Financial Services,60724,65456475.82619133,2021-Q4
Assam,2021,4,Others,185544,97116796.57575196,2021-Q4
Assam,2022,1,Peer-to-peer payments,27156085,108855352347.4486,2022-Q1
Assam,2022,1,Merchant payments,19011883,18833132506.02235,2022-Q1
Assam,2022,1,Recharge & bill payments,12474674,4424035840.366192,2022-Q1
Assam,2022,1,Financial Services,68432,73257991.39188361,2022-Q1
Assam,2022,1,Others,178812,94659207.47378008,2022-Q1
Assam,2022,2,Peer-to-peer payments,33879530,123829913105.3184,2022-Q2
Assam,2022,2,Merchant payments,28377534,24333260089.82686,2022-Q2
Assam,2022,2,Recharge & bill payments,13858113,4814695679.877083,2022-Q2
Assam,2022,2,Financial Services,50785,55549153.74320389,2022-Q2
Assam,2022,2,Others,168763,77624058.0178437,2022-Q2
Assam,2022,3,Peer-to-peer payments,37000266,127264703851.96632,2022-Q3
Assam,2022,3,Merchant payments,34935460,28789992307.1612,2022-Q3
Assam,2022,3,Recharge & bill payments,13974568,5295136932.037907,2022-Q3
Assam,2022,3,Financial Services,65066,62882386.459812224,2022-Q3
Assam,2022,3,Others,138451,76363577.2732331,2022-Q3
Assam,2022,4,Peer-to-peer payments,44828832,150693397669.1831,2022-Q4
Assam,2022,4,Merchant payments,43605784,36033810141.57484,2022-Q4
Assam,2022,4,Recharge & bill payments,15344794,5773980885.270762,2022-Q4
Assam,2022,4,Financial Services,74414,75960367.91633397,2022-Q4
Assam,2022,4,Others,127443,76370123.60102956,2022-Q4
Bihar,2018,1,Recharge & bill payments,3159922,375559206.7727593,2018-Q1
Bihar,2018,1,Peer-to-peer payments,2052089,5295346761.4508295,2018-Q1
Bihar,2018,1,Financial Services,194295,33999413.87739952,2018-Q1
Bihar,2018,1,Merchant payments,138885,139827755.73655012,2018-Q1
Bihar,2018,1,Others,279111,201025034.1796018,2018-Q1
Bihar,2018,2,Recharge & bill payments,4346849,700649777.0602969,2018-Q2
Bihar,2018,2,Peer-to-peer payments,3447898,12141448845.07762,2018-Q2
Bihar,2018,2,Merchant payments,311487,318571872.8216527,2018-Q2
Bihar,2018,2,Financial Services,267433,45332532.09643286,2018-Q2
Bihar,2018,2,Others,258711,300128082.61604583,2018-Q2
Bihar,2018,3,Peer-to-peer payments,8893764,18695889187.89432,2018-Q3
Bihar,2018,3,Recharge & bill payments,4401439,804061398.5166464,2018-Q3
Bihar,2018,3,Merchant payments,586862,367608510.7261781,2018-Q3
Bihar,2018,3,Financial Services,274510,33276460.45213346,2018-Q3
Bihar,2018,3,Others,211229,234968821.3120635,2018-Q3
Bihar,2018,4,Peer-to-peer payments,8094296,26224303882.80399,2018-Q4
Bihar,2018,4,Recharge & bill payments,5469096,986310785.0093702,2018-Q4
Bihar,2018,4,Merchant payments,1680664,848968693.0665623,2018-Q4
Bihar,2018,4,Financial Services,237247,36199427.51318769,2018-Q4
Bihar,2018,4,Others,251098,302214380.1845841,2018-Q4
Bihar,2019,1,Peer-to-peer payments,16807040,38824078062.32093,2019-Q1
Bihar,2019,1,Recharge & bill payments,7036367,1333688182.538674,2019-Q1
Bihar,2019,1,Merchant payments,2055267,1024996999.52793,2019-Q1
Bihar,2019,1,Financial Services,204689,28599535.73440934,2019-Q1
Bihar,2019,1,Others,252871,291464734.4043106,2019-Q1
Bihar,2019,2,Peer-to-peer payments,15837449,58381285240.80835,2019-Q2
Bihar,2019,2,Recharge & bill payments,9279442,1996804238.274975,2019-Q2
Bihar,2019,2,Merchant payments,4365465,2308145849.844257,2019-Q2
Bihar,2019,2,Financial Services,129603,63338108.53755434,2019-Q2
Bihar,2019,2,Others,348520,382864846.0767575,2019-Q2
Bihar,2019,3,Peer-to-peer payments,15446119,61831776093.09613,2019-Q3
Bihar,2019,3,Recharge & bill payments,9115040,2140566974.7056367,2019-Q3
Bihar,2019,3,Merchant payments,7206001,3413490288.313707,2019-Q3
Bihar,2019,3,Financial Services,89997,20145460.42764103,2019-Q3
Bihar,2019,3,Others,282743,286804437.7358033,2019-Q3
Bihar,2019,4,Peer-to-peer payments,26337842,86340631422.24606,2019-Q4
Bihar,2019,4,Recharge & bill payments,11358597,2649616529.830146,2019-Q4
Bihar,2019,4,Merchant payments,5519582,4177574379.0405846,2019-Q4
Bihar,2019,4,Financial Services,100192,18815964.76179212,2019-Q4
Bihar,2019,4,Others,214101,126788281.9306988,2019-Q4
Bihar,2020,1,Peer-to-peer payments,23163922,99873688132.90308,2020-Q1
Bihar,2020,1,Recharge & bill payments,13837430,3680590624.90061,2020-Q1
Bihar,2020,1,Merchant payments,7822567,5562692116.570807,2020-Q1
Bihar,2020,1,Financial Services,57233,23954789.407903697,2020-Q1
Bihar,2020,1,Others,200663,115927863.4636658,2020-Q1
Bihar,2020,2,Peer-to-peer payments,26572651,116244368941.336,2020-Q2
Bihar,2020,2,Recharge & bill payments,19522564,5642294772.453551,2020-Q2
Bihar,2020,2,Merchant payments,7011681,6760404421.62296,2020-Q2
Bihar,2020,2,Financial Services,73119,54077813.26068059,2020-Q2
Bihar,2020,2,Others,206727,105377680.1707557,2020-Q2
Bihar,2020,3,Peer-to-peer payments,37294332,153664683751.5327,2020-Q3
Bihar,2020,3,Recharge & bill payments,19027978,6313780616.601829,2020-Q3
Bihar,2020,3,Merchant payments,14777337,13111735855.02769,2020-Q3
Bihar,2020,3,Financial Services,104135,81355476.16367023,2020-Q3
Bihar,2020,3,Others,299966,157309412.49242482,2020-Q3
Bihar,2020,4,Peer-to-peer payments,49432098,208484557891.4286,2020-Q4
Bihar,2020,4,Merchant payments,26750991,23185594534.30522,2020-Q4
Bihar,2020,4,Recharge & bill payments,19908687,6926960996.688756,2020-Q4
Bihar,2020,4,Financial Services,119416,100785736.00790758,2020-Q4
Bihar,2020,4,Others,380481,207713978.0422387,2020-Q4
Bihar,2021,1,Peer-to-peer payments,58566582,242013312361.31097,2021-Q1
Bihar,2021,1,Merchant payments,33959313,30171144593.36987,2021-Q1
Bihar,2021,1,Recharge & bill payments,21974086,8505455545.448765,2021-Q1
Bihar,2021,1,Financial Services,124277,112949858.2502867,2021-Q1
Bihar,2021,1,Others,308219,170787342.84811792,2021-Q1
Bihar,2021,2,Peer-to-peer payments,78694099,319758683264.15344,2021-Q2
Bihar,2021,2,Merchant payments,44686786,43458914639.771385,2021-Q2
Bihar,2021,2,Recharge & bill payments,31646149,11030849713.50242,2021-Q2
Bihar,2021,2,Financial Services,149791,116086345.9130171,2021-Q2
Bihar,2021,2,Others,426797,215721223.2386405,2021-Q2
Bihar,2021,3,Peer-to-peer payments,92785704,331514102784.2631,2021-Q3
Bihar,2021,3,Merchant payments,64094961,53849745604.9643,2021-Q3
Bihar,2021,3,Recharge & bill payments,30081746,11327303470.019909,2021-Q3
Bihar,2021,3,Financial Services,135748,130349071.6190198,2021-Q3
Bihar,2021,3,Others,572954,241260025.5456988,2021-Q3
Bihar,2021,4,Peer-to-peer payments,117340712,423665098014.2792,2021-Q4
Bihar,2021,4,Merchant payments,95992559,81729122295.53772,2021-Q4
Bihar,2021,4,Recharge & bill payments,30824177,13438634948.21264,2021-Q4
Bihar,2021,4,Financial Services,186298,173358268.8208331,2021-Q4
Bihar,2021,4,Others,783199,365400541.9114517,2021-Q4
Bihar,2022,1,Peer-to-peer payments,138085265,500024806542.6933,2022-Q1
Bihar,2022,1,Merchant payments,114892163,95507710275.50964,2022-Q1
Bihar,2022,1,Recharge & bill payments,30545266,15431605247.390362,2022-Q1
Bihar,2022,1,Financial Services,169722,148088975.2289656,2022-Q1
Bihar,2022,1,Others,698018,299484690.3236611,2022-Q1
Bihar,2022,2,Peer-to-peer payments,164119431,610448610667.7207,2022-Q2
Bihar,2022,2,Merchant payments,158289353,126423430586.4294,2022-Q2
Bihar,2022,2,Recharge & bill payments,36950622,17225668601.94898,2022-Q2
Bihar,2022,2,Financial Services,124199,116203820.9113148,2022-Q2
Bihar,2022,2,Others,661424,247541289.1296721,2022-Q2
Bihar,2022,3,Merchant payments,198273336,137873615624.7293,2022-Q3
Bihar,2022,3,Peer-to-peer payments,192304951,632747186972.1919,2022-Q3
Bihar,2022,3,Recharge & bill payments,46044353,20417791249.028316,2022-Q3
Bihar,2022,3,Financial Services,179533,161987346.1868727,2022-Q3
Bihar,2022,3,Others,565212,245905365.7791165,2022-Q3
Bihar,2022,4,Merchant payments,243777692,172924170171.63202,2022-Q4
Bihar,2022,4,Peer-to-peer payments,225487662,739870172148.0806,2022-Q4
Bihar,2022,4,Recharge & bill payments,47054083,22729599211.247627,2022-Q4
Bihar,2022,4,Financial Services,205989,199208429.5113938,2022-Q4
Bihar,2022,4,Others,559223,288999714.3604311,2022-Q4
Chandigarh,2018,1,Recharge & bill payments,201262,47479581.16264416,2018-Q1
Chandigarh,2018,1,Peer-to-peer payments,135136,527998849.3405593,2018-Q1
Chandigarh,2018,1,Merchant payments,21431,19477066.53327671,2018-Q1
Chandigarh,2018,1,Financial Services,8473,1865618.249949839,2018-Q1
Chandigarh,2018,1,Others,15593,16614305.581193212,2018-Q1
Chandigarh,2018,2,Recharge & bill payments,224548,76722906.67871952,2018-Q2
Chandigarh,2018,2,Peer-to-peer payments,194627,835296156.4220203,2018-Q2
Chandigarh,2018,2,Merchant payments,34606,29408471.50633327,2018-Q2
Chandigarh,2018,2,Financial Services,11927,3679451.8635118967,2018-Q2
Chandigarh,2018,2,Others,13376,16116275.27414421,2018-Q2
Chandigarh,2018,3,Peer-to-peer payments,295358,1217617705.968176,2018-Q3
Chandigarh,2018,3,Recharge & bill payments,236445,100639674.6708905,2018-Q3
Chandigarh,2018,3,Merchant payments,64998,37560565.97386869,2018-Q3
Chandigarh,2018,3,Financial Services,7642,1302311.5967954171,2018-Q3
Chandigarh,2018,3,Others,12493,12234189.32458079,2018-Q3
Chandigarh,2018,4,Peer-to-peer payments,431461,1793871702.31964,2018-Q4
Chandigarh,2018,4,Recharge & bill payments,310527,128130475.99274202,2018-Q4
Chandigarh,2018,4,Merchant payments,135266,94010713.60616028,2018-Q4
Chandigarh,2018,4,Financial Services,10008,2039811.337203704,2018-Q4
Chandigarh,2018,4,Others,17854,14538888.5242277,2018-Q4
Chandigarh,2019,1,Peer-to-peer payments,689400,2123866601.651375,2019-Q1
Chandigarh,2019,1,Recharge & bill payments,390610,161414934.1023837,2019-Q1
Chandigarh,2019,1,Merchant payments,169984,97230471.44089969,2019-Q1
Chandigarh,2019,1,Financial Services,7412,917030.9066760786,2019-Q1
Chandigarh,2019,1,Others,17070,12603012.34269331,2019-Q1
Chandigarh,2019,2,Peer-to-peer payments,604849,2339922407.523348,2019-Q2
Chandigarh,2019,2,Recharge & bill payments,342294,185659011.5441765,2019-Q2
Chandigarh,2019,2,Merchant payments,277811,152766864.6619033,2019-Q2
Chandigarh,2019,2,Financial Services,5590,839765.161351582,2019-Q2
Chandigarh,2019,2,Others,21926,13928050.05367653,2019-Q2
Chandigarh,2019,3,Peer-to-peer payments,722233,2815184152.804132,2019-Q3
Chandigarh,2019,3,Merchant payments,447069,226535908.8355719,2019-Q3
Chandigarh,2019,3,Recharge & bill payments,308219,213884900.47217813,2019-Q3
Chandigarh,2019,3,Financial Services,2447,794918.674981478,2019-Q3
Chandigarh,2019,3,Others,26575,13282206.87397679,2019-Q3
Chandigarh,2019,4,Peer-to-peer payments,927850,3586763928.6423693,2019-Q4
Chandigarh,2019,4,Merchant payments,561630,318692521.7922494,2019-Q4
Chandigarh,2019,4,Recharge & bill payments,338203,237695594.96329552,2019-Q4
Chandigarh,2019,4,Financial Services,1911,654298.6785004465,2019-Q4
Chandigarh,2019,4,Others,21321,8707473.86293627,2019-Q4
Chandigarh,2020,1,Peer-to-peer payments,1087401,4421372542.468033,2020-Q1
Chandigarh,2020,1,Merchant payments,764832,438193845.4527705,2020-Q1
Chandigarh,2020,1,Recharge & bill payments,389851,257250007.24455768,2020-Q1
Chandigarh,2020,1,Financial Services,1574,1406138.1883251297,2020-Q1
Chandigarh,2020,1,Others,18853,8230536.662513691,2020-Q1
Chandigarh,2020,2,Peer-to-peer payments,766698,3293060119.5471582,2020-Q2
Chandigarh,2020,2,Merchant payments,390906,331423259.0003719,2020-Q2
Chandigarh,2020,2,Recharge & bill payments,361577,214425229.3354035,2020-Q2
Chandigarh,2020,2,Financial Services,1797,3982005.1176844486,2020-Q2
Chandigarh,2020,2,Others,7032,4125116.689457224,2020-Q2
Chandigarh,2020,3,Peer-to-peer payments,981986,4178346395.412492,2020-Q3
Chandigarh,2020,3,Merchant payments,796634,604271248.9262259,2020-Q3
Chandigarh,2020,3,Recharge & bill payments,366353,296964794.9657042,2020-Q3
Chandigarh,2020,3,Financial Services,2643,5254415.457263877,2020-Q3
Chandigarh,2020,3,Others,10470,4972498.603385328,2020-Q3
Chandigarh,2020,4,Merchant payments,1322026,939307675.8510208,2020-Q4
Chandigarh,2020,4,Peer-to-peer payments,1159377,4872318731.339843,2020-Q4
Chandigarh,2020,4,Recharge & bill payments,409997,320731281.94750684,2020-Q4
Chandigarh,2020,4,Financial Services,3346,4400109.748752326,2020-Q4
Chandigarh,2020,4,Others,17970,10005102.46221994,2020-Q4
Chandigarh,2021,1,Merchant payments,1799072,1210594490.098149,2021-Q1
Chandigarh,2021,1,Peer-to-peer payments,1472084,5916467167.303293,2021-Q1
Chandigarh,2021,1,Recharge & bill payments,678396,451109555.3388933,2021-Q1
Chandigarh,2021,1,Financial Services,5111,7700394.761505902,2021-Q1
Chandigarh,2021,1,Others,15574,10549252.04415386,2021-Q1
Chandigarh,2021,2,Merchant payments,1926913,1390989390.778968,2021-Q2
Chandigarh,2021,2,Peer-to-peer payments,1663559,6541132352.922334,2021-Q2
Chandigarh,2021,2,Recharge & bill payments,806710,467698864.6672056,2021-Q2
Chandigarh,2021,2,Financial Services,5502,7394941.032842191,2021-Q2
Chandigarh,2021,2,Others,14863,10458390.53475552,2021-Q2
Chandigarh,2021,3,Merchant payments,3179506,2245390329.204789,2021-Q3
Chandigarh,2021,3,Peer-to-peer payments,2434417,8927868098.340746,2021-Q3
Chandigarh,2021,3,Recharge & bill payments,1008585,620437997.3899603,2021-Q3
Chandigarh,2021,3,Financial Services,5700,7960844.903971832,2021-Q3
Chandigarh,2021,3,Others,21170,14225734.853836147,2021-Q3
Chandigarh,2021,4,Merchant payments,4056249,3041038519.823397,2021-Q4
Chandigarh,2021,4,Peer-to-peer payments,2797561,10610461952.107153,2021-Q4
Chandigarh,2021,4,Recharge & bill payments,1013153,693790747.2429855,2021-Q4
Chandigarh,2021,4,Financial Services,7038,10459431.8636618,2021-Q4
Chandigarh,2021,4,Others,24902,17832859.58125159,2021-Q4
Chandigarh,2022,1,Merchant payments,4511757,3264574793.4564347,2022-Q1
Chandigarh,2022,1,Peer-to-peer payments,3012464,11150701028.60572,2022-Q1
Chandigarh,2022,1,Recharge & bill payments,1046187,731347957.2152067,2022-Q1
Chandigarh,2022,1,Financial Services,7228,13538635.5629482,2022-Q1
Chandigarh,2022,1,Others,22855,14829134.99968666,2022-Q1
Chandigarh,2022,2,Merchant payments,6136803,3919372475.560565,2022-Q2
Chandigarh,2022,2,Peer-to-peer payments,3489382,12549248085.11144,2022-Q2
Chandigarh,2022,2,Recharge & bill payments,1119367,792957088.5933374,2022-Q2
Chandigarh,2022,2,Financial Services,6673,8943857.181076445,2022-Q2
Chandigarh,2022,2,Others,20264,12978651.92456994,2022-Q2
Chandigarh,2022,3,Merchant payments,7665907,4713972532.82215,2022-Q3
Chandigarh,2022,3,Peer-to-peer payments,4423590,14788179156.48195,2022-Q3
Chandigarh,2022,3,Recharge & bill payments,1360342,1033530639.936082,2022-Q3
Chandigarh,2022,3,Financial Services,8868,9918740.020967592,2022-Q3
Chandigarh,2022,3,Others,19466,14156668.14469164,2022-Q3
Chandigarh,2022,4,Merchant payments,10170372,6570336079.954211,2022-Q4
Chandigarh,2022,4,Peer-to-peer payments,5951989,20013621495.89691,2022-Q4
Chandigarh,2022,4,Recharge & bill payments,1749647,1267654269.159074,2022-Q4
Chandigarh,2022,4,Financial Services,10778,12000766.35640498,2022-Q4
Chandigarh,2022,4,Others,22054,16141955.57281622,2022-Q4
Chhattisgarh,2018,1,Recharge & bill payments,1177618,206518662.810148,2018-Q1
Chhattisgarh,2018,1,Peer-to-peer payments,550697,1838238336.1663632,2018-Q1
Chhattisgarh,2018,1,Merchant payments,42411,39708474.15869055,2018-Q1
Chhattisgarh,2018,1,Financial Services,33002,7350624.274461515,2018-Q1
Chhattisgarh,2018,1,Others,87786,57339459.82710209,2018-Q1
Chhattisgarh,2018,2,Recharge & bill payments,1643461,351709628.0901169,2018-Q2
Chhattisgarh,2018,2,Peer-to-peer payments,933066,3703114547.658351,2018-Q2
Chhattisgarh,2018,2,Merchant payments,118438,129967815.18510851,2018-Q2
Chhattisgarh,2018,2,Financial Services,40299,9405941.62707696,2018-Q2
Chhattisgarh,2018,2,Others,80892,69972510.60099621,2018-Q2
Chhattisgarh,2018,3,Recharge & bill payments,1911374,443460556.7759034,2018-Q3
Chhattisgarh,2018,3,Peer-to-peer payments,1619886,5647949187.747949,2018-Q3
Chhattisgarh,2018,3,Merchant payments,220572,145342066.0137747,2018-Q3
Chhattisgarh,2018,3,Financial Services,31927,6195179.156999446,2018-Q3
Chhattisgarh,2018,3,Others,75845,59360083.751690045,2018-Q3
Chhattisgarh,2018,4,Recharge & bill payments,2438959,554514488.4121984,2018-Q4
Chhattisgarh,2018,4,Peer-to-peer payments,2342713,8450105299.480802,2018-Q4
Chhattisgarh,2018,4,Merchant payments,458091,331842964.57864183,2018-Q4
Chhattisgarh,2018,4,Financial Services,42199,9709810.436343707,2018-Q4
Chhattisgarh,2018,4,Others,83882,70240102.06349953,2018-Q4
Chhattisgarh,2019,1,Peer-to-peer payments,4068056,11417366152.38848,2019-Q1
Chhattisgarh,2019,1,Recharge & bill payments,2997095,679458794.5442779,2019-Q1
Chhattisgarh,2019,1,Merchant payments,710047,374735986.85082686,2019-Q1
Chhattisgarh,2019,1,Financial Services,33835,5075418.743007188,2019-Q1
Chhattisgarh,2019,1,Others,78636,67920032.80184662,2019-Q1
Chhattisgarh,2019,2,Peer-to-peer payments,4350167,15410038389.818302,2019-Q2
